name,full_name,topics,description,created_at,updated_at,stargazers_count,forks_count,license
sglang,sgl-project/sglang,no topic,SGLang is a structured generation language designed for large language models (LLMs). It makes your interaction with models faster and more controllable.,2024-01-08,2024-04-07,2164,126,Apache License 2.0
engshell,emcf/engshell,no topic,"An English-language shell for any OS, powered by LLMs",2023-03-19,2024-04-07,2160,190,MIT License
RasaGPT,paulpierre/RasaGPT,"ai, chatbot, chatgpt, fastapi, gpt-3, gpt-4, langchain, llama-index, llm, ml, openai, rasa, rasa-chatbot, rasa-core, rasa-nlu, telegram, telegram-bot","💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram",2023-04-25,2024-04-07,2156,200,MIT License
lmdeploy,InternLM/lmdeploy,"codellama, cuda-kernels, deepspeed, fastertransformer, internlm, llama, llama2, llm, llm-inference, turbomind","LMDeploy is a toolkit for compressing, deploying, and serving LLMs.",2023-06-15,2024-04-07,2138,189,Apache License 2.0
wonderful-prompts,yzfly/wonderful-prompts,"chatgpt, chatgpt3, gpt3-prompts, gpt3-turbo, gpt35, gpt4, openai, prompt-engineering, prompts",🔥中文 prompt 精选🔥，ChatGPT 使用指南，提升 ChatGPT 可玩性和可用性！🚀,2023-04-24,2024-04-07,2112,194,MIT License
Awesome-LLM-Robotics,GT-RIPL/Awesome-LLM-Robotics,no topic,"A comprehensive list of papers using large language/multi-modal models for Robotics/RL, including papers, codes, and related websites",2022-08-12,2024-04-07,2090,172,"BSD 3-Clause ""New"" or ""Revised"" License"
optimum,huggingface/optimum,"graphcore, habana, inference, intel, onnx, onnxruntime, optimization, pytorch, quantization, tflite, training, transformers",🚀 Accelerate training and inference of 🤗 Transformers and 🤗 Diffusers with easy to use hardware optimization tools,2021-07-20,2024-04-07,2088,355,Apache License 2.0
nextpy,dot-agent/nextpy,"agent, agi, ai, ai-agents, autogpt, fastapi, fastapi-framework, fastapi-template, fullstack-development, gpt, llm, llmops, mlops, openai, pydantic, python, sqlmodel, streamlit, webdev, webdevelopment",🤖Self-Modifying App Framework from Future 🔮,2023-08-07,2024-04-07,2084,146,Apache License 2.0
Verba,weaviate/Verba,no topic,Retrieval Augmented Generation (RAG) chatbot powered by Weaviate,2023-07-28,2024-04-07,2077,224,"BSD 3-Clause ""New"" or ""Revised"" License"
simple-llm-finetuner,lxe/simple-llm-finetuner,"ai, gpt-2, gpt-3, huggingface, huggingface-transformers, llama, llm, peft, pytorch",Simple UI for LLM Model Finetuning,2023-03-22,2024-04-07,2019,133,MIT License
awesome-gpt4,radi-cho/awesome-gpt4,"awesome, awesome-list, gpt-4","A curated list of prompts, tools, and resources regarding the GPT-4 language model.",2022-12-31,2024-04-07,2018,124,Creative Commons Zero v1.0 Universal
text-generation-webui-colab,camenduru/text-generation-webui-colab,"alpaca, colab, colab-notebook, colaboratory, gradio, koala, lama, llama, llamas, llm, vicuna",A colab gradio web UI for running Large Language Models,2023-04-08,2024-04-06,2012,359,The Unlicense
pythia,EleutherAI/pythia,no topic,The hub for EleutherAI's work on interpretability and learning dynamics,2021-12-25,2024-04-07,2003,143,Apache License 2.0
aws-sdk-net,aws/aws-sdk-net,no topic,"The official AWS SDK for .NET. For more information on the AWS SDK for .NET, see our web site:",2012-01-23,2024-04-05,2003,846,Apache License 2.0
The-NLP-Pandect,ivan-bilan/The-NLP-Pandect,"awesome-list, deeplearning, natural-language-processing, naturallanguageprocessing, nlp, pandect",A comprehensive reference for all topics related to Natural Language Processing,2020-05-31,2024-04-01,1993,279,Creative Commons Zero v1.0 Universal
baby-llama2-chinese,DLLXW/baby-llama2-chinese,no topic,用于从头预训练+SFT一个小参数量的中文LLaMa2的仓库；24G单卡即可运行得到一个具备简单中文问答能力的chat-llama2.,2023-08-12,2024-04-07,1986,234,MIT License
metarank,metarank/metarank,"automl, data-engineering, data-science, deep-learning, feature-engineering, feature-extraction, kubernetes, machine-learning, neural-networks, personalization, ranking, scala, search","A low code Machine Learning personalized ranking service for articles, listings, search results, recommendations that boosts user engagement. A friendly Learn-to-Rank engine",2020-08-19,2024-04-06,1980,79,Apache License 2.0
casibase,casibase/casibase,"ai, aigc, casibase, chatbot, chatgpt, claude, gemini, go, gpt, grok, huggingface, javascript, knowledge-base, langchain, llama, llama2, llm, openai, rag, react","⚡️Open-source AI LangChain-like RAG (Retrieval-Augmented Generation) knowledge database with web UI and Enterprise SSO⚡️, supports OpenAI, Azure, LLaMA, Google Gemini, HuggingFace, Claude, Grok, etc., chat bot demo: https://demo.casibase.com, admin UI demo: https://demo-admin.casibase.com",2020-05-29,2024-04-07,1979,287,Apache License 2.0
Codex-CLI,microsoft/Codex-CLI,no topic,CLI tool that uses Codex to turn natural language commands into their Bash/ZShell/PowerShell equivalents,2022-02-14,2024-04-06,1974,178,MIT License
SolidGPT,AI-Citizen/SolidGPT,"codechat, copilot, developer-tools, glean, gpt-4, llm, notion, solidgpt", AI searching assistant for developer that helps code and workspace semantic search,2023-08-08,2024-04-07,1934,120,Creative Commons Attribution 4.0 International
llama2-webui,liltom-eth/llama2-webui,"llama-2, llama2, llm, llm-inference",Run any Llama 2 locally with gradio UI on GPU or CPU from anywhere (Linux/Windows/Mac). Use `llama2-wrapper` as your local llama2 backend for Generative Agents/Apps.  ,2023-07-20,2024-04-05,1931,187,MIT License
gemma,google-deepmind/gemma,no topic,Open weights LLM from Google DeepMind.,2024-02-20,2024-04-07,1931,236,Apache License 2.0
ABigSurvey,NiuTrans/ABigSurvey,"deep-learning, machine-learning, natural-language-processing, neural-networks, paper-list, surveys",A collection of 1000+ survey papers on Natural Language Processing (NLP) and Machine Learning (ML).,2020-07-17,2024-04-07,1928,236,GNU General Public License v3.0
neural-compressor,intel/neural-compressor,"auto-tuning, awq, fp4, gptq, int4, int8, knowledge-distillation, large-language-models, low-precision, mxformat, post-training-quantization, pruning, quantization, quantization-aware-training, smoothquant, sparsegpt, sparsity","SOTA low-bit LLM quantization (INT8/FP8/INT4/FP4/NF4) & sparsity; leading model compression techniques on TensorFlow, PyTorch, and ONNX Runtime",2020-07-21,2024-04-06,1927,237,Apache License 2.0
AliceMind,alibaba/AliceMind,"bert, deep-learning, natural-language-processing, nlp",ALIbaba's Collection of Encoder-decoders from MinD (Machine IntelligeNce of Damo) Lab,2021-05-21,2024-04-07,1926,296,Apache License 2.0
zep,getzep/zep,"ai, langchain, language-model, llamaindex, llm, vectorsearch",Zep: Long-Term Memory for ‍AI Assistants.,2023-04-29,2024-04-07,1914,289,Apache License 2.0
webdataset,webdataset/webdataset,"data-augmentation, deep-learning, pytorch, webdataset, webdataset-format","A high-performance Python-based I/O system for large (and small) deep learning problems, with strong support for PyTorch.",2019-08-07,2024-04-07,1907,150,"BSD 3-Clause ""New"" or ""Revised"" License"
BotSharp,SciSharp/BotSharp,"artificial-intelligence, chatbot, chatbot-framework, chatgpt, llm, nlp, nlu, rag, semantic",The AI Agent Framework in .NET,2017-12-17,2024-04-07,1900,399,Apache License 2.0
intel-extension-for-transformers,intel/intel-extension-for-transformers,"4-bits, chatbot, chatpdf, cpu, gaudi2, gpu, habana, intel-optimized-llamacpp, large-language-model, llm-cpu, llm-inference, neural-chat, neural-chat-7b, neurips2023, rag, retrieval, speculative-decoding, streamingllm, xeon",⚡ Build your chatbot within minutes on your favorite device; offer SOTA compression techniques for LLMs; run LLMs efficiently on Intel Platforms⚡,2022-11-11,2024-04-07,1899,179,Apache License 2.0
reflexion,noahshinn/reflexion,"ai, artificial-intelligence, llm",[NeurIPS 2023] Reflexion: Language Agents with Verbal Reinforcement Learning,2023-03-22,2024-04-07,1899,181,MIT License
core,cheshire-cat-ai/core,"ai, assistant, chatbot, docker, hacktoberfest, llm, plugin, vector-search",Production ready AI assistant framework,2023-02-08,2024-04-07,1899,240,GNU General Public License v3.0
text-embeddings-inference,huggingface/text-embeddings-inference,"ai, embeddings, huggingface, llm, ml",A blazing fast inference solution for text embeddings models,2023-10-13,2024-04-07,1898,106,Other
awesome-generative-ai,filipecalegario/awesome-generative-ai,"ai-art, awesome, awesome-list, chatgpt, dall-e, dalle2, embeddings, generative-ai, gpt-4, llm, llm-agent, midjourney, openai, prompt-engineering, semantic-search, stable-diffusion, text-to-image, txt2img","A curated list of Generative AI tools, works, models, and references",2021-07-19,2024-04-07,1892,258,Creative Commons Zero v1.0 Universal
api-for-open-llm,xusenlinzy/api-for-open-llm,"baichuan, chatglm, chatglm2, chatglm3, code-llama, docker, internlm, langchain, llama, llama2, llms, moss, nlp, openai, phoenix, qwen, sqlcoder, xverse","Openai style api for open large language models, using LLMs just as chatgpt! Support for LLaMA, LLaMA-2, BLOOM, Falcon, Baichuan, Qwen, Xverse, SqlCoder, CodeLLaMA, ChatGLM, ChatGLM2, ChatGLM3 etc. 开源大模型的统一后端接口",2023-05-23,2024-04-07,1883,221,Apache License 2.0
P-tuning-v2,THUDM/P-tuning-v2,"natural-language-processing, p-tuning, parameter-efficient-learning, pretrained-language-model, prompt-tuning",An optimized deep prompt tuning strategy comparable to fine-tuning across scales and tasks,2021-10-14,2024-04-07,1872,187,Apache License 2.0
ChainForge,ianarawjo/ChainForge,"ai, evaluation, large-language-models, llmops, llms, prompt-engineering",An open-source visual programming environment for battle-testing prompts to LLMs.,2023-03-26,2024-04-07,1869,127,MIT License
bpf-developer-tutorial,eunomia-bpf/bpf-developer-tutorial,"bpf, chatgpt, co-re, ebpf, libbpf, llm, tutorial",eBPF Developer Tutorial: Learning eBPF Step by Step with Examples,2022-12-02,2024-04-07,1859,268,MIT License
instill-core,instill-ai/instill-core,"ai, api, cli, developer-tools, etl, generative-ai, golang, gpt, hacktoberfest, llm, low-code, no-code, open-source, pipeline, python, stable-diffusion, typescript, unstructured-data","🔮 Instill Core is an open-source no-/low-code data, model, and pipeline orchestration platform",2022-01-13,2024-04-07,1844,79,Other
magicoder,ise-uiuc/magicoder,"ai4code, large-language-models, llm, llm4code",Magicoder: Source Code Is All You Need,2023-11-10,2024-04-07,1831,166,MIT License
LLMDataHub,Zjh-819/LLMDataHub,"chatbot, chatgpt, dataset, llm",A quick guide (especially) for trending instruction finetuning datasets ,2023-04-10,2024-04-07,1823,117,MIT License
graph-of-thoughts,spcl/graph-of-thoughts,"graph-of-thoughts, graph-structures, graphs, large-language-models, llm, prompt-engineering, prompting","Official Implementation of ""Graph of Thoughts: Solving Elaborate Problems with Large Language Models""",2023-08-18,2024-04-07,1820,115,Other
prompt2model,neulab/prompt2model,no topic,prompt2model - Generate Deployable Models from Natural Language Instructions,2023-03-27,2024-04-04,1817,159,Apache License 2.0
Medusa,FasterDecoding/Medusa,"llm, llm-inference",Medusa: Simple Framework for Accelerating LLM Generation with Multiple Decoding Heads,2023-09-10,2024-04-07,1812,111,Apache License 2.0
LLamaSharp,SciSharp/LLamaSharp,"aigc, chatbot, chatgpt, gpt, llama, llamacpp, llava, llm, multi-modal, semantic-kernel",A cross-platform library to run 🦙LLaMA/LLaVA model (and others) on your local device efficiently.,2023-05-09,2024-04-07,1789,241,MIT License
diffgram,diffgram/diffgram,"annotation, annotation-tool, annotations, data, data-analytics, data-annotation, data-science, datasets, datastore, deep-learning, image-annotation, kubernetes, labeling, machine-learning, training-data, video-annotation","The AI Datastore for Schemas, BLOBs, and Predictions. Use with your apps or integrate built-in Human Supervision, Data Workflow, and UI Catalog to get the most value out of your AI Data.",2018-09-06,2024-04-06,1788,114,Other
awesome-chatgpt,OpenMindClub/awesome-chatgpt,"awesome, awesome-list, chatgpt, chatgpt-api, chatgpt-app, openai, openminclub, prompt, prompt-engineering, resources",⚡ Everything about ChatGPT,2023-03-11,2024-04-07,1788,201,Creative Commons Zero v1.0 Universal
obsidian-smart-connections,brianpetro/obsidian-smart-connections,"chatgpt, embeddings, gpt-4, obsidian-md","Chat with your notes in Obsidian! Plus, see what's most relevant in real-time! Interact and stay organized. Powered by OpenAI ChatGPT, GPT-4 & Embeddings.",2022-12-26,2024-04-07,1775,133,GNU General Public License v3.0
promptable,cfortuner/promptable,no topic,Build LLM apps in Typescript/Javascript. 🧑‍💻 🧑‍💻 🧑‍💻 🚀 🚀 🚀 ,2023-01-25,2024-04-07,1772,120,MIT License
modelscope-agent,modelscope/modelscope-agent,"agent, chatglm-4, gpts, llm, open-gpts, qwen",ModelScope-Agent: An agent framework connecting models in ModelScope with the world,2023-08-03,2024-04-07,1770,207,Apache License 2.0
awesome-argo,akuity/awesome-argo,"argo, argo-events, argo-rollouts, argo-workflows, argocd, awesome, awesome-list, awesome-lists, cloud-native, cncf, continuous-delivery, devops, gitops, infrastructure-as-code, kubernetes, machine-learning, mlops, workflow-engine, workflow-management, workflow-orchestration",A curated list of awesome projects and resources related to Argo (a CNCF graduated project),2021-11-01,2024-04-07,1769,146,Apache License 2.0
equinox,patrick-kidger/equinox,"deep-learning, equinox, jax, neural-networks",Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/,2021-07-29,2024-04-07,1765,117,Apache License 2.0
autolabel,refuel-ai/autolabel,"anthropic-claude, data-science, gpt-4, huggingface-transformers, langchain, large-language-models, llm, llms, machine-learning, openai, python","Label, clean and enrich text datasets with LLMs.",2023-03-23,2024-04-07,1764,111,MIT License
pezzo,pezzolabs/pezzo,"ai, devtools, gpt-3, gpt-4, hacktoberfest, javascript, langchain, llm, llmops, monitoring, nestjs, nodejs, observability, openai, platform, prompt, prompt-engineering, prompt-management, python, typescript","🕹️ Open-source, developer-first LLMOps platform designed to streamline prompt design, version management, instant delivery, collaboration, troubleshooting, observability and more.",2023-04-22,2024-04-07,1751,162,Apache License 2.0
Awesome-Domain-LLM,luban-agi/Awesome-Domain-LLM,"awesome-list, dataset, llm, nlp, paper-list",收集和梳理垂直领域的开源模型、数据集及评测基准。,2023-09-05,2024-04-07,1738,139,MIT License
chat-copilot,microsoft/chat-copilot,no topic,,2023-07-17,2024-04-07,1731,558,MIT License
awesome-llm-json,imaurer/awesome-llm-json,"awesome-list, function-calling, gpt-actions, large-language-models, llm, structured-generation","Resource list for generating JSON using LLMs via function calling, tools, CFG. Libraries, Models, Notebooks, etc.",2023-03-28,2024-04-06,1725,83,MIT License
llm-awq,mit-han-lab/llm-awq,no topic,AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration,2023-06-01,2024-04-07,1723,124,MIT License
smartgpt,Cormanz/smartgpt,"ai, gpt-3, gpt-4, llm, openai, rust",A program that provides LLMs with the ability to complete complex tasks using plugins.,2023-04-11,2024-04-05,1721,125,MIT License
OnnxStream,vitoplantamura/OnnxStream,"llama, machine-learning, mistral, onnx, raspberry-pi, stable-diffusion, tinyml","Lightweight inference library for ONNX files, written in C++. It can run SDXL on a RPI Zero 2 but also Mistral 7B on desktops and servers.",2023-07-14,2024-04-07,1716,74,Other
lightllm,ModelTC/lightllm,"deep-learning, gpt, llama, llm, model-serving, nlp, openai-triton","LightLLM is a Python-based LLM (Large Language Model) inference and serving framework, notable for its lightweight design, easy scalability, and high-speed performance.",2023-07-22,2024-04-07,1706,152,Apache License 2.0
AutoChain,Forethought-Technologies/AutoChain,no topic,"AutoChain: Build lightweight, extensible, and testable LLM Agents",2023-05-19,2024-04-07,1700,86,MIT License
PromptCraft-Robotics,microsoft/PromptCraft-Robotics,"airsim, chatgpt, llm, prompt-engineering, robotics, simulation",Community for applying LLMs to robotics and a robot simulator with ChatGPT integration,2023-02-08,2024-04-07,1687,174,MIT License
rawdog,AbanteAI/rawdog,no topic,Generate and auto-execute Python scripts in the cli,2024-01-30,2024-04-07,1682,128,Apache License 2.0
ctransformers,marella/ctransformers,"ai, ctransformers, llm, transformers",Python bindings for the Transformer models implemented in C/C++ using GGML library.,2023-05-14,2024-04-07,1670,129,MIT License
OpenAGI,agiresearch/OpenAGI,"agi, llm, opensource",OpenAGI: When LLM Meets Domain Experts,2023-04-08,2024-04-07,1654,125,Apache License 2.0
aici,microsoft/aici,"ai, inference, language-model, llm, llm-framework, llm-inference, llm-serving, llmops, model-serving, rust, transformer, wasm, wasmtime",AICI: Prompts as (Wasm) Programs,2023-09-26,2024-04-07,1654,61,MIT License
psychic,psychic-api/psychic,"chatbot, chatgpt, conversational-ai, etl-pipelines, langchain, openai, weaviate",Data integration platform for LLMs. Connect to SaaS tools with turnkey auth and sync documents from N data sources with only one integration,2023-01-11,2024-04-03,1648,104,GNU Affero General Public License v3.0
docquery,impira/docquery,no topic,An easy way to extract information from documents,2022-08-08,2024-04-07,1637,114,MIT License
awesome-ChatGPT-repositories,taishi-i/awesome-ChatGPT-repositories,"awesome, awesome-list, cc0, chatgpt, chatgpt-api, gpt-3, gpt-4, nlp, openai",A curated list of resources dedicated to open source GitHub repositories related to ChatGPT,2023-04-02,2024-04-06,1635,192,Creative Commons Zero v1.0 Universal
llm-security,greshake/llm-security,no topic,New ways of breaking app-integrated LLMs ,2023-02-19,2024-04-07,1634,101,MIT License
yomo,yomorun/yomo,"distributed-cloud, edge-ai, edge-computing, function-calling, geo-distributed, geodistributedsystems, llm-inference, low-latency, quic, realtime, serverless, stream-processing, webassembly, yomo",🦖 Stateful Serverless Framework for building Geo-distributed Edge AI Infra,2020-07-01,2024-04-05,1604,130,Apache License 2.0
jetson-containers,dusty-nv/jetson-containers,"containers, docker, dockerfiles, jetson, machine-learning, numpy, nvidia, pandas, pytorch, ros-containers, ros2-foxy, scikit-learn, tensorflow",Machine Learning Containers for NVIDIA Jetson and JetPack-L4T,2020-04-29,2024-04-07,1586,378,MIT License
AIOS,agiresearch/AIOS,no topic,AIOS: LLM Agent Operating System,2024-01-15,2024-04-07,1578,181,MIT License
langchain-serve,jina-ai/langchain-serve,"autogpt, autonomous-agents, babyagi, chatbot, fastapi, gpt, langchain, llm, production, python, slack",⚡ Langchain apps in production using Jina & FastAPI,2023-03-21,2024-04-04,1568,135,Apache License 2.0
plane,drifting-in-space/plane,"rust, websocket",A distributed system for running WebSocket services at scale.,2021-11-10,2024-04-05,1563,35,MIT License
magentic,jackmpcollins/magentic,"agent, ai, chatbot, chatgpt, gpt, llm, magentic, magnetic, openai, openai-api, prompt, pydantic",Seamlessly integrate LLMs as Python functions,2023-06-18,2024-04-06,1559,60,MIT License
NLP-Knowledge-Graph,lihanghang/NLP-Knowledge-Graph,"bert, deep-learning, ernie, event-driven, kbqa, knowledge-graph, machine-learning, ner, nlp, transformers",自然语言处理、知识图谱、对话系统三大技术研究与应用。,2019-01-29,2024-04-05,1553,358,MIT License
training,mlcommons/training,no topic,Reference implementations of MLPerf™ training benchmarks,2018-03-29,2024-04-06,1545,537,Apache License 2.0
griptape,griptape-ai/griptape,"ai, anthropic, claude, gpt, huggingface, llm, openai, python","Modular Python framework for AI agents and workflows with chain-of-thought reasoning, tools, and memory. ",2023-01-14,2024-04-07,1543,105,Apache License 2.0
trulens,truera/trulens,"explainable-ml, llm, llmops, machine-learning, neural-networks",Evaluation and Tracking for LLM Experiments,2020-11-02,2024-04-07,1530,126,MIT License
langserve,langchain-ai/langserve,"deployment, fastapi, langchain, langchain-python, llm, llms",LangServe 🦜️🏓,2023-09-29,2024-04-07,1525,141,Other
Perfect-Roadmap-To-Learn-Data-Science-In-2024,krishnaik06/Perfect-Roadmap-To-Learn-Data-Science-In-2024,no topic,,2023-12-03,2024-04-07,1523,701,GNU General Public License v3.0
nitro,janhq/nitro,"accelerated, ai, cuda, gguf, inference-engine, llama, llama2, llamacpp, llm, llms, openai-api, stable-diffusion, tensorrt-llm","An inference server on top of llama.cpp. OpenAI-compatible API, queue, & scaling. Embed a prod-ready, local inference engine in your apps. Powers Jan",2023-09-11,2024-04-07,1509,71,GNU Affero General Public License v3.0
ReAct,ysymyth/ReAct,"decision-making, large-language-models, llm, prompting, reasoning",[ICLR 2023] ReAct: Synergizing Reasoning and Acting in Language Models,2022-11-13,2024-04-07,1505,158,MIT License
OpenDAN-Personal-AI-OS,fiatrete/OpenDAN-Personal-AI-OS,"agent, ai, autogpt, llm, openai, os","OpenDAN is an open source Personal AI OS , which consolidates various AI modules in one place for your personal use.",2023-05-11,2024-04-07,1498,119,MIT License
knowledge_gpt,mmz-001/knowledge_gpt,no topic,Accurate answers and instant citations for your documents.,2023-01-31,2024-04-06,1495,610,MIT License
Qwen-Agent,QwenLM/Qwen-Agent,no topic,"Agent framework and applications built upon Qwen1.5, featuring Function Calling, Code Interpreter, RAG, and Chrome extension.",2023-09-22,2024-04-07,1492,166,Other
WebGLM,THUDM/WebGLM,"chatgpt, llm, rlhf, webglm",WebGLM: An Efficient Web-enhanced Question Answering System (KDD 2023),2023-05-28,2024-04-07,1491,132,Apache License 2.0
Transformers-Recipe,dair-ai/Transformers-Recipe,"ai, deep-learning, machine-learning, natural-language-processing, nlp",🧠 A study guide to learn about Transformers,2021-12-18,2024-04-07,1488,140,Creative Commons Zero v1.0 Universal
awesome-uikit,jaywcjlove/awesome-uikit,"angular, angular-components, ant-design, antd, awesome, awesome-list, bootstrap, bootstrap-admin-theme, bootstrap4, framework, ng-admin, react, react-admin, react-components, ui-component, uikit, uiw, vue, vue-admin, vue-components","Collect JS Frameworks, Web components library and Admin Template.",2017-12-07,2024-04-07,1484,178,MIT License
kor,eyurtsev/kor,"information-extraction, llm, natural-language, natural-language-processing, natural-language-understanding",LLM(😽) ,2023-02-16,2024-04-06,1482,79,MIT License
FlexFlow,flexflow/FlexFlow,no topic,"FlexFlow Serve: Low-Latency, High-Performance LLM Serving",2018-12-08,2024-04-07,1481,208,Apache License 2.0
sourcery,sourcery-ai/sourcery,"ai, code-quality, code-review-bot, code-reviews, python, refactoring, software-development",Instant AI code reviews to speed up your pull requests,2019-07-15,2024-04-07,1474,55,MIT License
infinity,infiniflow/infinity,"ai-native, approximate-nearest-neighbor-search, bm25, cpp20, cpp20-modules, database, embedding, full-text-search, hnsw, hybrid-search, information-retrival, llms, nearest-neighbor-search, operational-analytics, rag, retrieval-augmented-generation, search-engine, sql, vector-database, vector-search","The AI-native database built for LLM applications, providing incredibly fast full-text and vector search ",2022-07-18,2024-04-07,1469,105,Apache License 2.0
localllm,GoogleCloudPlatform/localllm,no topic,,2023-11-29,2024-04-07,1448,111,Apache License 2.0
redis-plus-plus,sewenew/redis-plus-plus,"c-plus-plus, connection-pool, cpp, cpp11, hiredis, redis, redis-client, redis-cluster, redis-cluster-client, redis-sentinels, redlock",Redis client written in C++,2017-12-16,2024-04-07,1446,342,Apache License 2.0
Open-Assistant,YORG-AI/Open-Assistant,no topic,YORG Open Source Version,2023-10-24,2024-04-03,1444,231,Apache License 2.0
TAADpapers,thunlp/TAADpapers,"adversarial-attacks, adversarial-defense, adversarial-learning, natural-language-processing, nlp, paper-list",Must-read Papers on Textual Adversarial Attack and Defense,2019-06-09,2024-04-06,1444,193,MIT License
llm-applications,ray-project/llm-applications,"anyscale, fine-tuning, llama2, llms, machine-learning, openai, ray, serving",A comprehensive guide to building RAG-based LLM applications for production.,2023-08-16,2024-04-07,1443,177,Creative Commons Attribution 4.0 International
awesome-diarization,wq2012/awesome-diarization,"awesome, awesome-list, deep-learning, machine-learning, speaker-diarization, speech-processing, speech-recognition","A curated list of awesome Speaker Diarization papers, libraries, datasets, and other resources.",2019-01-19,2024-04-03,1443,221,Apache License 2.0
data-juicer,modelscope/data-juicer,"chinese, data-analysis, data-science, data-visualization, dataset, gpt, gpt-4, instruction-tuning, large-language-models, llama, llava, llm, llms, multi-modal, nlp, opendata, pre-training, pytorch, sora, streamlit","A one-stop data processing system to make data higher-quality, juicier, and more digestible for LLMs!  🍎 🍋 🌽 ➡️ ➡️🍸 🍹 🍷为大语言模型提供更高质量、更丰富、更易”消化“的数据！",2023-08-01,2024-04-07,1417,89,Apache License 2.0
langroid,langroid/langroid,"agents, ai, chatgpt, function-calling, gpt, gpt-4, gpt4, information-retrieval, language-model, llama, llm, llm-agent, llm-framework, local-llm, multi-agent-systems, openai-api, question-answering, rag, retrieval-augmented-generation",Harness LLMs with Multi-Agent Programming,2023-04-16,2024-04-07,1413,139,MIT License
lorax,predibase/lorax,"fine-tuning, gpt, llama, llm, llm-inference, llm-serving, llmops, lora, model-serving, pytorch, transformers",Multi-LoRA inference server that scales to 1000s of fine-tuned LLMs,2023-10-20,2024-04-07,1412,95,Apache License 2.0
CodeTF,salesforce/CodeTF,"ai4code, ai4se, code-generation, code-intelligence, code-learning-datasets, code-representation-learning, code-understanding, human-eval, multilingual-parsers, transformers, tree-sitter",CodeTF: One-stop Transformer Library for State-of-the-art Code LLM,2023-05-02,2024-04-04,1407,93,Apache License 2.0
LISA,dvlab-research/LISA,"large-language-model, llm, multi-modal, segmentation","Project Page for ""LISA: Reasoning Segmentation via Large Language Model""",2023-08-01,2024-04-07,1407,93,Apache License 2.0
rag-stack,psychic-api/rag-stack,no topic,"🤖 Deploy a private ChatGPT alternative hosted within your VPC. 🔮 Connect it to your organization's knowledge base and use it as a corporate oracle. Supports open-source LLMs like Llama 2, Falcon, and GPT4All.",2023-07-12,2024-04-06,1399,132,MIT License
RPG-DiffusionMaster,YangLing0818/RPG-DiffusionMaster,"image-editting, large-language-models, multimodal-large-language-models, text-to-image","Mastering Text-to-Image Diffusion: Recaptioning, Planning, and Generating with Multimodal LLMs (PRG)",2024-01-22,2024-04-06,1398,76,GNU Affero General Public License v3.0
GenerativeAIExamples,NVIDIA/GenerativeAIExamples,"gpu-acceleration, large-language-models, llm, llm-inference, microservice, nemo, rag, retrieval-augmented-generation, tensorrt, triton-inference-server",Generative AI reference workflows optimized for accelerated infrastructure and microservice architecture.,2023-10-19,2024-04-07,1397,216,Apache License 2.0
AlpacaDataCleaned,gururise/AlpacaDataCleaned,no topic,"Alpaca dataset from Stanford, cleaned and curated",2023-03-21,2024-04-07,1393,139,Apache License 2.0
TransformerEngine,NVIDIA/TransformerEngine,"cuda, deep-learning, fp8, gpu, jax, machine-learning, python, pytorch","A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit floating point (FP8) precision on Hopper and Ada GPUs, to provide better performance with lower memory utilization in both training and inference.",2022-09-20,2024-04-06,1388,210,Apache License 2.0
chronos-forecasting,amazon-science/chronos-forecasting,"artificial-intelligence, forecasting, foundation-models, huggingface, huggingface-transformers, large-language-models, llm, machine-learning, pretrained-models, time-series, time-series-forecasting, timeseries, transformers",Chronos: Pretrained (Language) Models for Probabilistic Time Series Forecasting,2024-02-23,2024-04-07,1382,189,Apache License 2.0
prompts-for-edu,microsoft/prompts-for-edu,no topic,,2023-07-25,2024-04-07,1380,132,MIT License
awesome-ml,underlines/awesome-ml,no topic,Curated list of useful LLM / Analytics / Datascience resources,2020-07-15,2024-04-07,1357,118,MIT License
self-llm,datawhalechina/self-llm,llm,《开源大模型食用指南》基于Linux环境快速部署开源大模型，更适合中国宝宝的部署教程,2023-11-16,2024-04-07,1344,160,Apache License 2.0
SecureAI-Tools,SecureAI-Tools/SecureAI-Tools,no topic,Private and secure AI tools for everyone's productivity.,2023-11-27,2024-04-07,1342,64,GNU Affero General Public License v3.0
coffee,Coframe/coffee,"ai, code-generation, frontend, generative-ai, llms, react, ui-components",Build and iterate on your UI 10x faster with AI - right from your own IDE ☕️,2023-11-04,2024-04-07,1339,62,Apache License 2.0
fully-local-pdf-chatbot,jacoblee93/fully-local-pdf-chatbot,no topic,"Yes, it's another chat over documents implementation... but this one is entirely local!",2023-09-17,2024-04-07,1332,238,MIT License
self-rag,AkariAsai/self-rag,no topic,"This includes the original implementation of SELF-RAG: Learning to Retrieve, Generate and Critique through self-reflection by Akari Asai, Zeqiu Wu, Yizhong Wang, Avirup Sil, and Hannaneh Hajishirzi.",2023-10-10,2024-04-06,1331,106,MIT License
